Cohort,Model,Feature_Type,Fold,Selected_Threshold,Val_AUC_Best,Test_AUC,Test_AUPRC,Test_F1
mimic_cohort_aplasia_45_days,XGBoost,Full Codes,0,0.005,0.756742663981588,0.8164833615341229,0.606800632363526,0.5284403669724771
mimic_cohort_aplasia_45_days,XGBoost,Full Codes,1,0.01,0.7543408046475332,0.7903593492864273,0.5295113050325088,0.5244755244755245
mimic_cohort_aplasia_45_days,XGBoost,Full Codes,2,0.005,0.7859569523598738,0.8184671913929036,0.6001603854273176,0.542907180385289
mimic_cohort_aplasia_45_days,XGBoost,Full Codes,3,0.0,0.8144975695788703,0.7896234543640597,0.562689684845918,0.5340909090909091
mimic_cohort_aplasia_45_days,XGBoost,Full Codes,4,0.005,0.8182152802227699,0.7304740325133074,0.40644340418325037,0.5040387722132472
mimic_cohort_aplasia_45_days,RandomForest,Full Codes,0,0.005,0.7562931530494821,0.8259976029328822,0.5903039865612193,0.5412186379928315
mimic_cohort_aplasia_45_days,RandomForest,Full Codes,1,0.001,0.7447054105609989,0.7984966412172552,0.5178513475389988,0.5233333333333333
mimic_cohort_aplasia_45_days,RandomForest,Full Codes,2,0.005,0.7857356277319758,0.8048831261523821,0.5607502952318082,0.5466893039049237
mimic_cohort_aplasia_45_days,RandomForest,Full Codes,3,0.01,0.805028605841614,0.7786490612812529,0.5574585810430784,0.49246231155778897
mimic_cohort_aplasia_45_days,RandomForest,Full Codes,4,0.001,0.8186740496537891,0.7464789238958424,0.4457586595996278,0.5088566827697263
mimic_cohort_aplasia_45_days,CatBoost,Full Codes,0,0.001,0.7656789413118527,0.8306331077270164,0.6140791923687244,0.5555555555555556
mimic_cohort_aplasia_45_days,CatBoost,Full Codes,1,0.005,0.756194181912772,0.808660668519168,0.5391971682461238,0.5252173913043479
mimic_cohort_aplasia_45_days,CatBoost,Full Codes,2,0.0,0.7900127261661041,0.8263909540897586,0.6028169121842867,0.5636672325976231
mimic_cohort_aplasia_45_days,CatBoost,Full Codes,3,0.0,0.8326074332171893,0.7964824500408139,0.5627560216338118,0.5447897623400365
mimic_cohort_aplasia_45_days,CatBoost,Full Codes,4,0.001,0.8317863201357104,0.7439397209034672,0.42366607181746724,0.5143769968051118
mimic_cohort_aplasia_45_days,XGBoost,Groups,0,0.0,0.7556997986191025,0.8356281725888324,0.6081204630986579,0.551594746716698
mimic_cohort_aplasia_45_days,XGBoost,Groups,1,0.01,0.7287024191450622,0.7695558043542774,0.48747303767203554,0.5
